,연도.월,시도,전월대비 증감 인구,전월대비 인구 증감률
665,2018.12,대전광역시,-1780,-0.12
666,2019.01,대전광역시,-1211,-0.08
667,2019.02,대전광역시,-1120,-0.08
668,2019.03,대전광역시,-958,-0.06
669,2019.04,대전광역시,-1138,-0.08
670,2019.05,대전광역시,-1111,-0.07
671,2019.06,대전광역시,-1460,-0.1
672,2019.07,대전광역시,-1237,-0.08
673,2019.08,대전광역시,-1181,-0.08
674,2019.09,대전광역시,-879,-0.06
675,2019.10,대전광역시,-1205,-0.08
676,2019.11,대전광역시,-1481,-0.1
677,2019.12,대전광역시,-2085,-0.14
678,2020.01,대전광역시,-718,-0.05
679,2020.02,대전광역시,-1027,-0.07
680,2020.03,대전광역시,-1267,-0.09
681,2020.04,대전광역시,-208,-0.01
682,2020.05,대전광역시,265,0.02
683,2020.06,대전광역시,-875,-0.06
684,2020.07,대전광역시,-815,-0.06
685,2020.08,대전광역시,-794,-0.05
686,2020.09,대전광역시,-332,-0.02
687,2020.10,대전광역시,-1543,-0.11
688,2020.11,대전광역시,-1663,-0.11
689,2020.12,대전광역시,-2011,-0.14
690,2021.01,대전광역시,-591,-0.04
691,2021.02,대전광역시,-1227,-0.08
692,2021.03,대전광역시,-3601,-0.25
693,2021.04,대전광역시,-844,-0.06
694,2021.05,대전광역시,-458,-0.03
695,2021.06,대전광역시,-1054,-0.07
696,2021.07,대전광역시,-807,-0.06
697,2021.08,대전광역시,-621,-0.04
698,2021.09,대전광역시,379,0.03
699,2021.10,대전광역시,-830,-0.06
700,2021.11,대전광역시,-553,-0.04
701,2021.12,대전광역시,-1424,-0.1
702,2022.01,대전광역시,-979,-0.07
703,2022.02,대전광역시,-410,-0.03
704,2022.03,대전광역시,-805,-0.06
705,2022.04,대전광역시,-697,-0.05
706,2022.05,대전광역시,-427,-0.03
707,2022.06,대전광역시,-532,-0.04
708,2022.07,대전광역시,-219,-0.02
709,2022.08,대전광역시,58,0.0
710,2022.09,대전광역시,-1638,-0.11
711,2022.10,대전광역시,261,0.02
712,2022.11,대전광역시,-114,-0.01
713,2022.12,대전광역시,-677,-0.05
714,2013.02,울산광역시,583,0.05
715,2013.03,울산광역시,1502,0.13
716,2013.04,울산광역시,493,0.04
717,2013.05,울산광역시,632,0.05
718,2013.06,울산광역시,699,0.06
719,2013.07,울산광역시,726,0.06
720,2013.08,울산광역시,1443,0.13
721,2013.09,울산광역시,174,0.02
722,2013.10,울산광역시,574,0.05
723,2013.11,울산광역시,911,0.08
724,2013.12,울산광역시,613,0.05
725,2014.01,울산광역시,719,0.06
726,2014.02,울산광역시,428,0.04
727,2014.03,울산광역시,618,0.05
728,2014.04,울산광역시,989,0.09
729,2014.05,울산광역시,1041,0.09
730,2014.06,울산광역시,744,0.06
731,2014.07,울산광역시,519,0.04
732,2014.08,울산광역시,778,0.07
733,2014.09,울산광역시,732,0.06
734,2014.10,울산광역시,642,0.06
735,2014.11,울산광역시,2539,0.22
736,2014.12,울산광역시,148,0.01
737,2015.01,울산광역시,855,0.07
738,2015.02,울산광역시,153,0.01
739,2015.03,울산광역시,1307,0.11
740,2015.04,울산광역시,741,0.06
741,2015.05,울산광역시,225,0.02
742,2015.06,울산광역시,110,0.01
743,2015.07,울산광역시,464,0.04
744,2015.08,울산광역시,408,0.03
745,2015.09,울산광역시,340,0.03
746,2015.10,울산광역시,2070,0.18
747,2015.11,울산광역시,1001,0.09
748,2015.12,울산광역시,-517,-0.04
749,2016.01,울산광역시,34,0.0
750,2016.02,울산광역시,-425,-0.04
751,2016.03,울산광역시,-184,-0.02
752,2016.04,울산광역시,-34,-0.0
753,2016.05,울산광역시,222,0.02
754,2016.06,울산광역시,-4,-0.0
755,2016.07,울산광역시,-77,-0.01
756,2016.08,울산광역시,-61,-0.01
757,2016.09,울산광역시,-40,-0.0
758,2016.10,울산광역시,213,0.02
759,2016.11,울산광역시,-287,-0.02
760,2016.12,울산광역시,-587,-0.05
